symbol,quarter,promoter,public
VSTL,2025-12-31,73.66,26.34
VSTTILLERS,2025-12-31,55.61,44.39
VTL,2025-12-31,64.44,35.56
WAAREEENER,2025-12-31,64.22,35.78
WAAREEINDO,2025-12-31,74.93,25.07
WAAREERTL,2025-12-31,74.32,25.68
WABAG,2025-12-31,19.09,80.91
WAKEFIT,2025-12-31,37.39,62.61
WALCHANNAG,2025-12-31,31.59,68.41
WANBURY,2025-12-31,43.07,56.93
WCIL,2025-12-31,72.86,27.14
WEALTH,2025-12-31,74.04,25.96
WEBELSOLAR,2025-12-31,27.71,72.29
WEIZMANIND,2025-12-31,68.34,31.66
WEL,2025-12-31,71.79,28.21
WELCORP,2025-12-31,49.73,50.24
WELENT,2025-12-31,56.13,42.71
WELINV,2025-12-31,74.58,25.42
WELSPUNLIV,2025-12-31,66.24,33.4
WENDT,2025-12-31,37.5,62.5
WESTLIFE,2025-12-31,56.26,43.28
WEWIN,2025-12-31,70.9,29.1
WEWORK,2025-12-31,49.8,50.2
WHEELS,2025-12-31,58.31,41.69
WHIRLPOOL,2025-12-31,39.76,60.24
WILLAMAGOR,2025-12-31,62.01,37.99
WINDLAS,2025-12-31,61.99,38.01
WINDMACHIN,2025-12-31,46.18,53.82
WINSOME,2025-12-31,38.67,61.33
WIPL,2025-12-31,39.37,60.63
WIPRO,2025-12-31,72.63,27.25
WOCKPHARMA,2025-12-31,49.08,50.92
WONDERLA,2025-12-31,62.25,37.75
WORTHPERI,2025-12-31,68.16,31.84
WSI,2025-12-31,59.35,40.65
WSTCSTPAPR,2025-12-31,56.55,43.45
XCHANGING,2025-12-31,75.0,25.0
XELPMOC,2025-12-31,49.67,50.33
XLENERGY,2025-12-31,95.0,5.0
XPROINDIA,2025-12-31,40.31,59.69
XTGLOBAL,2025-12-31,62.81,37.19
YASHO,2025-12-31,67.99,32.01
YATHARTH,2025-12-31,55.8,44.2
YATRA,2025-12-31,64.46,35.54
YESBANK,2025-12-31,0.0,100.0
YUKEN,2025-12-31,58.04,41.96
ZAGGLE,2025-12-31,44.13,55.87
ZEEL,2025-12-31,3.99,96.01
ZEELEARN,2025-12-31,15.01,84.99
ZEEMEDIA,2025-12-31,9.48,90.52
ZENITHEXPO,2025-12-31,45.54,54.46
ZENITHSTL,2025-12-31,15.64,84.36
ZENSARTECH,2025-12-31,49.01,50.65
ZENTEC,2025-12-31,48.51,51.07
ZFCVINDIA,2025-12-31,60.0,40.0
ZIMLAB,2025-12-31,33.26,66.74
ZODIAC,2025-12-31,69.91,30.09
ZODIACLOTH,2025-12-31,71.4,28.6
ZOTA,2025-12-31,50.64,49.36
ZUARI,2025-12-31,65.21,34.79
ZUARIIND,2025-12-31,56.71,43.29
ZYDUSLIFE,2025-12-31,75.0,25.0
ZYDUSWELL,2025-12-31,69.63,30.37
20MICRONS,2026-03-31,45.04,54.96
21STCENMGM,2026-03-31,64.43,35.57
360ONE,2026-03-31,6.24,93.76
3IINFOLTD,2026-03-31,0.0,100.0
3MINDIA,2026-03-31,75.0,25.0
3PLAND,2026-03-31,73.3,26.7
5PAISA,2026-03-31,32.77,67.22
63MOONS,2026-03-31,45.63,54.37
A2ZINFRA,2026-03-31,28.14,71.86
AAATECH,2026-03-31,34.38,65.62
AADHARHFC,2026-03-31,64.9,35.1
AAKASH,2026-03-31,66.54,33.46
AAREYDRUGS,2026-03-31,37.71,62.29
AARNAV,2026-03-31,66.53,33.47
AARON,2026-03-31,73.07,26.93
AARTECH,2026-03-31,52.75,47.25
AARTIDRUGS,2026-03-31,55.03,44.97
AARTIIND,2026-03-31,42.09,57.91
AARTIPHARM,2026-03-31,43.08,56.92
AARTISURF,2026-03-31,49.87,50.13
AARVI,2026-03-31,73.53,26.47
AAVAS,2026-03-31,48.88,51.12
ABAN,2026-03-31,46.0,54.0
ABB,2026-03-31,75.0,25.0
ABCAPITAL,2026-03-31,68.51,31.49
ABCOTS,2026-03-31,52.5,47.5
ABDL,2026-03-31,80.91,19.09
ABFRL,2026-03-31,46.61,53.08
ABHISHEK,2026-03-31,57.63,42.37
ABINFRA,2026-03-31,30.95,69.05
ABLBL,2026-03-31,46.6,52.92
ABMINTLLTD,2026-03-31,74.7,25.3
ABREL,2026-03-31,50.21,48.79
ABSLAMC,2026-03-31,74.82,25.18
ACC,2026-03-31,56.69,43.31
ACCELYA,2026-03-31,74.66,25.34
ACCURACY,2026-03-31,63.69,36.31
ACE,2026-03-31,65.42,34.52
ACEINTEG,2026-03-31,73.53,26.47
ACI,2026-03-31,53.43,46.57
ACL,2026-03-31,75.0,25.0
ACMESOLAR,2026-03-31,83.29,16.61
ACUTAAS,2026-03-31,32.66,67.34
ADANIENSOL,2026-03-31,72.73,27.27
ADANIENT,2026-03-31,74.67,25.33
ADANIGREEN,2026-03-31,62.43,37.57
ADANIPORTS,2026-03-31,68.02,31.98
ADANIPOWER,2026-03-31,74.96,25.04
ADFFOODS,2026-03-31,36.13,63.87
ADL,2026-03-31,72.96,27.04
ADOR,2026-03-31,53.76,46.24
ADROITINFO,2026-03-31,38.28,61.72
ADSL,2026-03-31,51.07,48.93
ADVAIT,2026-03-31,66.8,33.2
ADVANCE,2026-03-31,69.89,30.11
ADVANIHOTR,2026-03-31,50.25,49.75
ADVENTHTL,2026-03-31,47.69,52.31
ADVENZYMES,2026-03-31,43.26,56.74
AEGISLOG,2026-03-31,58.1,41.9
AEGISVOPAK,2026-03-31,86.93,13.07
AEPL,2026-03-31,72.45,27.55
AEQUS,2026-03-31,59.08,38.57
AEROENTER,2026-03-31,51.59,48.41
AEROFLEX,2026-03-31,65.47,34.53
AERONEU,2026-03-31,60.46,39.54
AEROPLANE,2026-03-31,78.78,21.22
AETHER,2026-03-31,74.95,25.05
AFCONS,2026-03-31,50.17,49.83
AFFLE,2026-03-31,54.92,44.97
AFFORDABLE,2026-03-31,43.64,56.36
AFIL,2026-03-31,39.53,60.47
AFSL,2026-03-31,71.36,28.64
AGARIND,2026-03-31,57.2,42.8
AGARWALEYE,2026-03-31,32.36,67.64
AGI,2026-03-31,60.39,39.61
AGIIL,2026-03-31,71.29,28.71
AGRITECH,2026-03-31,30.9,69.1
AGROPHOS,2026-03-31,54.27,45.73
AHCL,2026-03-31,52.68,47.32
AHLADA,2026-03-31,49.3,50.7
AHLEAST,2026-03-31,65.63,34.37
AHLUCONT,2026-03-31,55.32,44.68
AHLWEST,2026-03-31,72.12,27.88
AIAENG,2026-03-31,58.5,41.5
AIFL,2026-03-31,14.76,85.24
AIIL,2026-03-31,68.81,31.19
AIRAN,2026-03-31,72.21,27.79
AIROLAM,2026-03-31,53.41,46.59
AJANTPHARM,2026-03-31,66.25,33.75
AJAXENGG,2026-03-31,80.0,20.0
AJMERA,2026-03-31,68.23,31.77
AJOONI,2026-03-31,26.89,73.11
AJRINFRA,2026-03-31,10.72,89.28
AKASH,2026-03-31,74.59,25.41
AKG,2026-03-31,37.6,62.4
AKI,2026-03-31,53.92,46.08
AKSHAR,2026-03-31,0.27,99.73
AKSHARCHEM,2026-03-31,62.7,37.3
AKSHOPTFBR,2026-03-31,19.37,80.63
AKUMS,2026-03-31,75.26,22.01
ALANKIT,2026-03-31,54.15,45.85
ALBERTDAVD,2026-03-31,62.24,37.76
ALEMBICLTD,2026-03-31,70.88,29.12
ALGOQUANT,2026-03-31,73.68,26.32
ALICON,2026-03-31,54.01,45.99
ALIVUS,2026-03-31,74.87,25.13
ALKALI,2026-03-31,69.59,30.41
ALKEM,2026-03-31,51.2,48.8
ALKYLAMINE,2026-03-31,72.05,27.95
ALLCARGO,2026-03-31,40.28,59.72
ALLDIGI,2026-03-31,73.39,26.61
ALLTIME,2026-03-31,70.15,29.85
ALMONDZ,2026-03-31,51.18,48.82
ALOKINDS,2026-03-31,75.0,25.0
ALPA,2026-03-31,57.19,42.81
ALPHAGEO,2026-03-31,45.99,54.01
ALPSINDUS,2026-03-31,22.21,77.79
AMAGI,2026-03-31,14.92,85.08
AMANTA,2026-03-31,63.72,36.28
AMBER,2026-03-31,38.17,61.83
AMBICAAGAR,2026-03-31,43.41,56.59
AMBIKCO,2026-03-31,50.35,49.65
AMBUJACEM,2026-03-31,67.68,32.32
AMDIND,2026-03-31,66.73,33.27
AMJLAND,2026-03-31,65.94,34.06
AMNPLST,2026-03-31,73.17,26.83
AMRUTANJAN,2026-03-31,46.52,53.45
ANANDRATHI,2026-03-31,43.11,56.89
ANANTRAJ,2026-03-31,57.41,42.59
ANDHRAPAP,2026-03-31,72.45,27.55
ANDHRSUGAR,2026-03-31,50.49,49.51
ANGELONE,2026-03-31,28.8,71.2
ANIKINDS,2026-03-31,37.14,62.86
ANMOL,2026-03-31,50.2,49.8
ANSALAPI,2026-03-31,48.77,51.23
ANTELOPUS,2026-03-31,69.94,30.06
ANTGRAPHIC,2026-03-31,0.96,99.04
ANTHEM,2026-03-31,74.68,25.32
ANUHPHR,2026-03-31,71.8,28.2
ANUP,2026-03-31,40.92,59.08
ANURAS,2026-03-31,59.07,40.93
APARINDS,2026-03-31,57.77,42.23
APCL,2026-03-31,75.0,25.0
APCOTEXIND,2026-03-31,58.23,41.77
APEX,2026-03-31,72.62,27.38
APLAPOLLO,2026-03-31,28.25,71.75
APLLTD,2026-03-31,69.74,30.26
APOLLO,2026-03-31,51.98,48.02
APOLLOHOSP,2026-03-31,28.02,71.98
APOLLOPIPE,2026-03-31,51.72,47.99
APOLLOTYRE,2026-03-31,36.93,62.67
APOLSINHOT,2026-03-31,64.68,35.32
APTECHT,2026-03-31,47.35,52.65
APTUS,2026-03-31,23.87,76.13
AQYLON,2026-03-31,58.33,41.67
ARCHIDPLY,2026-03-31,69.89,30.11
ARCHIES,2026-03-31,61.47,38.53
ARCOTECH,2026-03-31,38.91,61.09
ARENTERP,2026-03-31,63.66,36.34
ARFIN,2026-03-31,69.77,30.23
ARIES,2026-03-31,52.66,47.34
ARIHANTCAP,2026-03-31,67.67,32.33
ARIHANTSUP,2026-03-31,71.1,28.9
ARIS,2026-03-31,37.59,62.41
ARKADE,2026-03-31,71.19,28.81
ARMANFIN,2026-03-31,22.0,78.0
AROGRANITE,2026-03-31,41.08,58.92
ARROWGREEN,2026-03-31,64.83,35.17
ARSHIYA,2026-03-31,14.37,85.63
ARSSBL,2026-03-31,69.92,30.08
ARSSINFRA,2026-03-31,84.89,15.11
ARTEMISMED,2026-03-31,58.39,41.61
ARTNIRMAN,2026-03-31,73.75,26.25
ARVEE,2026-03-31,73.5,26.5
ARVIND,2026-03-31,39.53,60.47
ARVINDFASN,2026-03-31,35.1,64.9
ARVSMART,2026-03-31,53.83,46.17
ASAHIINDIA,2026-03-31,51.57,48.43
ASAHISONG,2026-03-31,67.0,33.0
ASAL,2026-03-31,75.0,25.0
ASALCBR,2026-03-31,62.35,37.65
ASHAPURMIN,2026-03-31,48.03,51.97
ASHIANA,2026-03-31,61.11,38.89
ASHIMASYN,2026-03-31,73.49,26.51
ASHOKA,2026-03-31,54.48,45.52
ASHOKAMET,2026-03-31,53.65,46.35
ASHOKLEY,2026-03-31,51.51,48.49
ASIANENE,2026-03-31,60.75,39.21
ASIANHOTNR,2026-03-31,0.0,100.0
ASIANPAINT,2026-03-31,52.63,47.32
ASIANTILES,2026-03-31,38.79,61.21
ASIL,2026-03-31,50.96,49.04
ASKAUTOLTD,2026-03-31,74.95,25.05
ASMS,2026-03-31,67.5,32.5
ASPINWALL,2026-03-31,64.46,35.54
ASTEC,2026-03-31,71.97,28.03
ASTERDM,2026-03-31,40.39,59.38
ASTRAL,2026-03-31,54.22,45.78
ASTRAMICRO,2026-03-31,6.54,93.46
ASTRAZEN,2026-03-31,75.0,25.0
ATALREAL,2026-03-31,30.15,69.85
ATAM,2026-03-31,52.29,47.71
ATCOM,2026-03-31,14.1,85.9
ATGL,2026-03-31,74.8,25.2
ATHERENERG,2026-03-31,40.77,59.23
ATL,2026-03-31,67.17,32.83
ATLANTAA,2026-03-31,74.67,25.33
ATLANTAELE,2026-03-31,87.27,12.73
ATLASCYCLE,2026-03-31,41.92,58.08
ATNINTER,2026-03-31,0.17,99.83
ATUL,2026-03-31,45.22,54.78
ATULAUTO,2026-03-31,42.7,57.3
AUBANK,2026-03-31,22.76,77.24
AURIONPRO,2026-03-31,26.88,73.12
AUROPHARMA,2026-03-31,51.82,48.18
AURUM,2026-03-31,47.41,52.59
AURUS,2026-03-31,36.37,63.63
AUSOMENT,2026-03-31,73.7,26.3
AUTOAXLES,2026-03-31,71.04,28.96
AUTOIND,2026-03-31,32.6,67.4
AVADHSUGAR,2026-03-31,60.39,39.61
AVALON,2026-03-31,44.42,55.58
AVANTEL,2026-03-31,37.04,62.96
AVANTIFEED,2026-03-31,43.23,56.77
AVG,2026-03-31,51.2,48.8
AVL,2026-03-31,47.14,52.86
AVONMORE,2026-03-31,58.46,41.54
AVROIND,2026-03-31,54.07,45.93
AVTNPL,2026-03-31,75.0,25.0
AWFIS,2026-03-31,17.0,83.0
AWHCL,2026-03-31,46.09,53.88
AWL,2026-03-31,56.94,42.61
AXISBANK,2026-03-31,8.14,91.86
AXISCADES,2026-03-31,58.05,41.95
AXITA,2026-03-31,41.93,58.07
AYE,2026-03-31,0.0,99.07
AYMSYNTEX,2026-03-31,65.86,34.14
AZAD,2026-03-31,55.84,44.16
BAFNAPH,2026-03-31,75.0,25.0
BAGFILMS,2026-03-31,49.37,50.63
BAIDFIN,2026-03-31,47.39,52.61
BAJAJ-AUTO,2026-03-31,55.01,44.91
BAJAJCON,2026-03-31,42.97,57.03
BAJAJELEC,2026-03-31,62.69,37.31
BAJAJFINSV,2026-03-31,58.71,41.16
BAJAJHCARE,2026-03-31,58.29,41.71
BAJAJHFL,2026-03-31,86.7,13.25
BAJAJHIND,2026-03-31,13.43,86.5
BAJAJHLDNG,2026-03-31,51.46,48.54
BAJAJINDEF,2026-03-31,69.61,30.39
BAJEL,2026-03-31,62.53,37.47
BAJFINANCE,2026-03-31,54.7,45.22
BALAJEE,2026-03-31,65.42,34.58
BALAJITELE,2026-03-31,31.32,68.68
BALAMINES,2026-03-31,54.59,45.41
BALAXI,2026-03-31,65.99,34.01
BALKRISHNA,2026-03-31,59.95,40.05
BALKRISIND,2026-03-31,58.29,41.71
BALLARPUR,2026-03-31,51.0,49.0
BALMLAWRIE,2026-03-31,0.0,100.0
BALPHARMA,2026-03-31,50.86,49.14
BALRAMCHIN,2026-03-31,42.85,57.15
BALUFORGE,2026-03-31,54.39,45.61
BANARBEADS,2026-03-31,58.48,41.52
BANARISUG,2026-03-31,58.7,41.3
BANCOINDIA,2026-03-31,67.88,32.12
BANDHANBNK,2026-03-31,38.98,61.02
BANG,2026-03-31,67.87,32.13
BANKA,2026-03-31,52.07,47.93
BANKBARODA,2026-03-31,63.97,36.03
BANKINDIA,2026-03-31,73.38,26.62
BANSALWIRE,2026-03-31,77.99,22.01
BANSWRAS,2026-03-31,54.19,45.81
BASF,2026-03-31,73.33,26.67
BASML,2026-03-31,49.55,50.45
BATAINDIA,2026-03-31,50.16,49.84
BBL,2026-03-31,33.65,66.35
BBOX,2026-03-31,69.99,30.01
BBTC,2026-03-31,74.05,25.95
BBTCL,2026-03-31,73.76,26.24
BCG,2026-03-31,18.38,81.62
BCLIND,2026-03-31,58.23,41.77
BCONCEPTS,2026-03-31,52.11,47.89
BCPL,2026-03-31,72.87,27.13
BDL,2026-03-31,74.93,25.07
BEARDSELL,2026-03-31,52.68,47.32
BECTORFOOD,2026-03-31,49.04,50.96
BEDMUTHA,2026-03-31,57.05,42.95
BEL,2026-03-31,51.14,48.86
BELLACASA,2026-03-31,58.34,41.66
BELRISE,2026-03-31,66.46,33.54
BEML,2026-03-31,54.03,45.97
BEPL,2026-03-31,57.47,42.53
BERGEPAINT,2026-03-31,74.98,25.02
BESTAGRO,2026-03-31,50.44,49.56
BETA,2026-03-31,64.63,35.37
BFINVEST,2026-03-31,74.13,25.87
BFUTILITIE,2026-03-31,56.72,43.28
BGLOBAL,2026-03-31,48.46,51.54
BGRENERGY,2026-03-31,51.01,48.99
BHAGCHEM,2026-03-31,19.6,80.4
BHAGERIA,2026-03-31,71.77,28.23
BHAGYANGR,2026-03-31,64.84,35.16
BHANDARI,2026-03-31,41.83,58.17
BHARATCOAL,2026-03-31,90.0,10.0
BHARATFORG,2026-03-31,44.07,55.93
BHARATGEAR,2026-03-31,55.33,44.67
BHARATIDIL,2026-03-31,40.58,59.42
BHARATRAS,2026-03-31,74.99,25.01
BHARATSE,2026-03-31,74.66,25.34
BHARATWIRE,2026-03-31,41.27,58.73
BHARTIARTL,2026-03-31,48.87,51.09
BHARTIHEXA,2026-03-31,70.0,30.0
BHEL,2026-03-31,58.17,41.83
BIGBLOC,2026-03-31,72.81,27.19
BIKAJI,2026-03-31,73.88,26.12
BIL,2026-03-31,61.17,38.83
BILVYAPAR,2026-03-31,51.28,48.72
BIOCON,2026-03-31,44.91,55.0
BIOFILCHEM,2026-03-31,46.79,53.21
BIRLACABLE,2026-03-31,66.35,33.65
BIRLACORPN,2026-03-31,62.9,37.1
BIRLAMONEY,2026-03-31,73.53,26.47
BIRLANU,2026-03-31,40.57,59.43
BKMINDST,2026-03-31,37.54,62.46
BLACKBUCK,2026-03-31,25.05,74.95
BLAL,2026-03-31,54.03,45.97
BLBLIMITED,2026-03-31,45.77,54.23
BLISSGVS,2026-03-31,35.36,64.64
BLKASHYAP,2026-03-31,61.72,38.28
BLS,2026-03-31,70.39,29.56
BLSE,2026-03-31,69.81,29.97
BLUEBLENDS,2026-03-31,53.16,46.84
BLUECOAST,2026-03-31,71.41,28.59
BLUEDART,2026-03-31,75.0,25.0
BLUEJET,2026-03-31,79.81,20.19
BLUESTARCO,2026-03-31,36.49,63.5
BLUESTONE,2026-03-31,16.27,83.73
BLUSPRING,2026-03-31,58.17,41.83
BMWVENTLTD,2026-03-31,73.02,26.98
BODALCHEM,2026-03-31,57.0,43.0
BOHRAIND,2026-03-31,38.01,61.99
BOMDYEING,2026-03-31,53.57,46.43
BONLON,2026-03-31,71.21,28.79
BORANA,2026-03-31,65.24,34.76
BOROLTD,2026-03-31,64.69,35.31
BORORENEW,2026-03-31,58.77,41.23
BOROSCI,2026-03-31,68.08,31.92
BOSCH-HCIL,2026-03-31,82.22,17.78
BOSCHLTD,2026-03-31,70.54,29.46
BPCL,2026-03-31,52.98,47.02
BPL,2026-03-31,63.13,36.87
BRIGADE,2026-03-31,41.11,58.89
BRIGHOTEL,2026-03-31,74.09,25.91
BRITANNIA,2026-03-31,50.55,49.45
BRNL,2026-03-31,51.97,48.03
BROOKS,2026-03-31,52.62,47.38
BSE,2026-03-31,0.0,100.0
BSHSL,2026-03-31,73.85,26.15
BSL,2026-03-31,56.72,43.28
BSOFT,2026-03-31,40.39,59.61
BTML,2026-03-31,24.27,75.73
BUILDPRO,2026-03-31,40.18,59.82
BURNPUR,2026-03-31,1.98,98.02
BUTTERFLY,2026-03-31,75.0,25.0
BVCL,2026-03-31,54.12,45.88
BYKE,2026-03-31,42.25,57.75
CALSOFT,2026-03-31,62.26,37.74
CAMLINFINE,2026-03-31,48.03,51.97
CAMPUS,2026-03-31,72.1,27.9
CAMS,2026-03-31,0.0,100.0
CANBK,2026-03-31,62.93,37.07
CANDC,2026-03-31,32.36,67.64
CANFINHOME,2026-03-31,29.99,70.01
CANHLIFE,2026-03-31,62.0,37.74
CANTABIL,2026-03-31,74.46,25.54
CAPACITE,2026-03-31,31.69,68.31
CAPILLARY,2026-03-31,52.23,47.77
CAPITALSFB,2026-03-31,18.01,81.99
CAPLIPOINT,2026-03-31,70.57,29.43
CAPTRUST,2026-03-31,54.13,45.45
CARBORUNIV,2026-03-31,38.89,61.11
CARERATING,2026-03-31,0.0,100.0
CARRARO,2026-03-31,68.77,31.23
CARTRADE,2026-03-31,0.0,100.0
CARYSIL,2026-03-31,41.33,58.67
CASTROLIND,2026-03-31,51.0,49.0
CCAVENUE,2026-03-31,27.29,72.27
CCCL,2026-03-31,60.05,39.95
CCHHL,2026-03-31,73.8,26.2
CCL,2026-03-31,46.11,53.64
CDSL,2026-03-31,15.0,85.0
CEATLTD,2026-03-31,47.29,52.44
CEIGALL,2026-03-31,82.06,17.94
CEINSYS,2026-03-31,50.87,49.13
CELEBRITY,2026-03-31,33.15,66.85
CELLO,2026-03-31,75.0,25.0
CEMPRO,2026-03-31,67.46,32.54
CENTENKA,2026-03-31,24.86,75.14
CENTEXT,2026-03-31,52.04,47.96
CENTRALBK,2026-03-31,89.27,10.73
CENTRUM,2026-03-31,39.44,58.03
CENTUM,2026-03-31,46.88,53.12
CENTURYPLY,2026-03-31,71.83,28.17
CERA,2026-03-31,54.41,45.55
CESC,2026-03-31,52.11,47.89
CEWATER,2026-03-31,51.43,48.57
CGCL,2026-03-31,59.92,40.08
CGPOWER,2026-03-31,56.36,43.64
CHALET,2026-03-31,67.29,32.71
CHAMBLFERT,2026-03-31,61.25,38.75
CHEMBOND,2026-03-31,68.08,31.92
CHEMBONDCH,2026-03-31,67.98,32.02
CHEMCON,2026-03-31,74.47,25.53
CHEMFAB,2026-03-31,72.13,27.87
CHEMPLASTS,2026-03-31,54.99,45.01
CHENNPETRO,2026-03-31,67.29,32.71
CHEVIOT,2026-03-31,74.88,25.12
CHOICEIN,2026-03-31,53.65,46.35
CHOLAFIN,2026-03-31,49.25,50.75
CHOLAHLDNG,2026-03-31,46.38,53.62
CIEINDIA,2026-03-31,65.7,34.3
CIFL,2026-03-31,72.59,27.41
CINELINE,2026-03-31,69.6,30.4
CINEVISTA,2026-03-31,67.49,32.51
CIPLA,2026-03-31,29.21,70.79
CLCIND,2026-03-31,90.0,10.0
CLEAN,2026-03-31,51.29,48.71
CLEANMAX,2026-03-31,49.48,50.52
CLEDUCATE,2026-03-31,51.78,48.22
CLSEL,2026-03-31,74.05,25.95
CMPDI,2026-03-31,85.0,15.0
CMSINFO,2026-03-31,0.0,100.0
CNL,2026-03-31,56.62,43.38
COALINDIA,2026-03-31,63.13,36.87
COASTCORP,2026-03-31,42.29,57.71
COCHINSHIP,2026-03-31,67.91,32.09
COFFEEDAY,2026-03-31,7.83,92.17
COFORGE,2026-03-31,0.0,100.0
COHANCE,2026-03-31,57.49,42.51
COLPAL,2026-03-31,51.0,49.0
COMPINFO,2026-03-31,42.65,57.35
COMPUSOFT,2026-03-31,71.49,28.51
COMSYN,2026-03-31,59.18,40.82
CONCOR,2026-03-31,54.8,45.2
CONCORDBIO,2026-03-31,44.08,55.92
CONFIPET,2026-03-31,55.89,44.11
CONSOFINVT,2026-03-31,74.89,25.11
CONTROLPR,2026-03-31,52.98,47.02
CORALFINAC,2026-03-31,74.96,25.04
CORDSCABLE,2026-03-31,52.45,47.55
COROMANDEL,2026-03-31,56.35,43.47
CORONA,2026-03-31,69.0,31.0
COSMOFIRST,2026-03-31,40.78,58.11
COUNCODOS,2026-03-31,53.86,46.14
CPCAP,2026-03-31,63.8,36.2
CPEDU,2026-03-31,63.7,36.3
CPPLUS,2026-03-31,74.74,25.26
CRAFTSMAN,2026-03-31,48.7,51.3
CRAMC,2026-03-31,75.0,25.0
CREATIVEYE,2026-03-31,56.26,43.74
CREDITACC,2026-03-31,66.24,33.76
CREST,2026-03-31,69.75,29.61
CRESTO,2026-03-31,50.04,49.96
CRISIL,2026-03-31,66.64,33.36
CRIZAC,2026-03-31,79.94,20.06
CROMPTON,2026-03-31,0.0,100.0
CROWN,2026-03-31,67.82,32.18
CSBBANK,2026-03-31,40.0,57.69
CSLFINANCE,2026-03-31,47.66,51.04
CTE,2026-03-31,55.75,42.31
CUB,2026-03-31,0.0,100.0
CUBEXTUB,2026-03-31,44.42,55.58
CUMMINSIND,2026-03-31,51.0,49.0
CUPID,2026-03-31,46.03,53.97
CURAA,2026-03-31,74.95,25.05
CYBERMEDIA,2026-03-31,66.57,33.43
CYBERTECH,2026-03-31,36.97,63.03
CYIENT,2026-03-31,23.28,76.13
CYIENTDLM,2026-03-31,52.12,47.88
DABUR,2026-03-31,66.25,33.75
DALBHARAT,2026-03-31,55.84,44.16
DALMIASUG,2026-03-31,74.91,25.09
DAMCAPITAL,2026-03-31,40.0,60.0
DAMODARIND,2026-03-31,70.17,29.83
DANGEE,2026-03-31,55.68,44.32
DATAMATICS,2026-03-31,66.33,33.67
DATAPATTNS,2026-03-31,42.41,57.59
DAVANGERE,2026-03-31,41.78,58.22
DBCORP,2026-03-31,74.5,25.5
DBEIL,2026-03-31,72.03,27.97
DBL,2026-03-31,63.14,36.86
DBOL,2026-03-31,50.65,48.45
DBREALTY,2026-03-31,47.17,52.83
DBSTOCKBRO,2026-03-31,41.17,58.83
DCAL,2026-03-31,59.32,40.68
DCBBANK,2026-03-31,16.23,83.77
DCI,2026-03-31,62.2,37.8
DCM,2026-03-31,50.1,49.9
DCMFINSERV,2026-03-31,39.5,60.5
DCMNVL,2026-03-31,50.11,49.89
DCMSHRIRAM,2026-03-31,66.52,32.78
DCMSIL,2026-03-31,50.11,49.89
DCMSRIND,2026-03-31,50.11,49.89
DCW,2026-03-31,45.44,54.56
DCXINDIA,2026-03-31,52.16,47.84
DDEVPLSTIK,2026-03-31,75.0,25.0
DECCANCE,2026-03-31,56.25,43.75
DEEDEV,2026-03-31,70.18,29.82
DEEPAKFERT,2026-03-31,45.63,54.37
DEEPAKNTR,2026-03-31,49.33,50.67
DEEPINDS,2026-03-31,63.49,36.51
DELHIVERY,2026-03-31,0.0,100.0
DELPHIFX,2026-03-31,61.32,38.68
DELTACORP,2026-03-31,34.47,65.53
DELTAMAGNT,2026-03-31,72.12,27.88
DEN,2026-03-31,74.9,25.0
DENORA,2026-03-31,53.68,46.32
DENTA,2026-03-31,71.91,28.09
DEVIT,2026-03-31,41.58,58.42
DEVX,2026-03-31,36.81,63.19
DEVYANI,2026-03-31,61.36,38.64
DGCONTENT,2026-03-31,66.81,32.9
DHAMPURSUG,2026-03-31,49.87,50.13
DHANBANK,2026-03-31,0.0,100.0
DHANUKA,2026-03-31,69.71,30.29
DHARMAJ,2026-03-31,70.4,29.6
DHARSUGAR,2026-03-31,61.55,38.45
DHRUV,2026-03-31,49.44,50.56
DHUNINV,2026-03-31,74.95,25.05
DIACABS,2026-03-31,84.02,15.98
DIAMINESQ,2026-03-31,57.4,42.6
DIAMONDYD,2026-03-31,55.59,44.41
DICIND,2026-03-31,71.75,28.25
DIFFNKG,2026-03-31,69.76,29.44
DIGIDRIVE,2026-03-31,61.75,38.01
DIGISPICE,2026-03-31,72.7,27.3
DIGITIDE,2026-03-31,57.37,42.63
DIGJAMLMTD,2026-03-31,75.0,25.0
DISHTV,2026-03-31,4.06,95.94
DIVGIITTS,2026-03-31,60.56,39.44
DIVISLAB,2026-03-31,51.88,48.12
DIXON,2026-03-31,28.68,71.32
DJML,2026-03-31,56.17,43.83
DLF,2026-03-31,74.08,25.92
DLINKINDIA,2026-03-31,51.02,48.98
DMART,2026-03-31,74.51,25.49
DMCC,2026-03-31,53.84,46.16
DNAMEDIA,2026-03-31,62.17,37.83
DODLA,2026-03-31,58.92,41.08
DOLATALGO,2026-03-31,74.49,25.51
DOLLAR,2026-03-31,72.48,27.52
DOLLEX,2026-03-31,54.2,45.8
DOLPHIN,2026-03-31,74.99,25.01
DOMS,2026-03-31,70.39,29.61
DONEAR,2026-03-31,74.56,25.44
DPABHUSHAN,2026-03-31,74.89,25.11
DPSCLTD,2026-03-31,59.33,40.67
DPWIRES,2026-03-31,74.78,25.22
DRCSYSTEMS,2026-03-31,20.63,79.37
DREAMFOLKS,2026-03-31,65.72,34.28
DREDGECORP,2026-03-31,73.47,26.53
DRREDDY,2026-03-31,26.63,73.13
DSFCL,2026-03-31,50.11,49.89
DSKULKARNI,2026-03-31,95.0,5.0
