symbol,quarter,promoter,public
DSSL,2026-03-31,60.89,39.11
DTIL,2026-03-31,68.9,31.1
DUCON,2026-03-31,38.08,61.92
DVL,2026-03-31,75.0,25.0
DWARKESH,2026-03-31,42.14,57.86
DYCL,2026-03-31,68.18,31.82
DYNAMATECH,2026-03-31,41.5,58.5
DYNPRO,2026-03-31,29.42,70.58
E2E,2026-03-31,39.45,60.46
EASEMYTRIP,2026-03-31,47.72,52.28
EASTSILK,2026-03-31,92.23,7.77
EBGNG,2026-03-31,78.71,21.29
ECLERX,2026-03-31,54.52,43.32
ECOSMOBLTY,2026-03-31,67.79,32.21
EDELWEISS,2026-03-31,32.26,67.74
EFCIL,2026-03-31,60.44,39.56
EICHERMOT,2026-03-31,49.06,50.94
EIDPARRY,2026-03-31,41.44,58.56
EIEL,2026-03-31,70.19,29.81
EIFFL,2026-03-31,73.5,26.5
EIHAHOTELS,2026-03-31,75.0,25.0
EIHOTEL,2026-03-31,32.85,67.15
EIMCOELECO,2026-03-31,48.96,51.04
EKC,2026-03-31,67.39,32.61
ELDEHSG,2026-03-31,54.83,45.17
ELECON,2026-03-31,59.27,40.73
ELECTCAST,2026-03-31,50.13,49.87
ELECTHERM,2026-03-31,29.9,70.1
ELGIEQUIP,2026-03-31,31.19,68.28
ELGIRUBCO,2026-03-31,65.03,34.97
ELIN,2026-03-31,32.95,67.05
ELLEN,2026-03-31,77.15,22.85
EMAMILTD,2026-03-31,54.84,45.16
EMAMIPAP,2026-03-31,74.97,25.03
EMAMIREAL,2026-03-31,68.45,31.55
EMBDL,2026-03-31,42.65,57.31
EMCURE,2026-03-31,77.87,22.13
EMIL,2026-03-31,65.17,34.83
EMKAY,2026-03-31,72.21,27.79
EMMBI,2026-03-31,62.95,37.05
EMMVEE,2026-03-31,80.03,19.97
EMSLIMITED,2026-03-31,69.7,30.3
EMUDHRA,2026-03-31,54.4,44.68
ENDURANCE,2026-03-31,75.0,25.0
ENERGYDEV,2026-03-31,58.14,41.86
ENGINERSIN,2026-03-31,51.32,48.68
ENIL,2026-03-31,71.15,28.85
ENRIN,2026-03-31,75.0,25.0
ENTERO,2026-03-31,52.42,47.58
EPACK,2026-03-31,47.18,52.82
EPACKPEB,2026-03-31,64.96,35.04
EPIGRAL,2026-03-31,68.83,31.17
EPL,2026-03-31,26.38,73.62
EQUIPPP,2026-03-31,87.35,12.65
EQUITASBNK,2026-03-31,0.0,100.0
ERIS,2026-03-31,53.92,46.08
EROSMEDIA,2026-03-31,16.25,83.75
ESABINDIA,2026-03-31,73.72,26.28
ESAFSFB,2026-03-31,63.28,36.72
ESCORTS,2026-03-31,68.04,30.3
ESSARSHPNG,2026-03-31,73.75,26.25
ESSENTIA,2026-03-31,15.98,84.02
ESTER,2026-03-31,62.71,37.29
ETERNAL,2026-03-31,0.0,95.27
ETHOSLTD,2026-03-31,50.59,49.41
EUREKAFORB,2026-03-31,62.56,37.44
EUROBOND,2026-03-31,63.93,36.07
EUROMULTI,2026-03-31,47.01,52.99
EUROPRATIK,2026-03-31,70.48,29.52
EUROTEXIND,2026-03-31,70.99,29.01
EVEREADY,2026-03-31,43.2,56.8
EVERESTIND,2026-03-31,50.22,49.78
EXCELINDUS,2026-03-31,52.69,47.31
EXCELSOFT,2026-03-31,59.09,40.91
EXICOM,2026-03-31,66.47,33.53
EXIDEIND,2026-03-31,45.99,54.01
EXPLEOSOL,2026-03-31,71.05,28.95
EXXARO,2026-03-31,42.07,57.93
FABTECH,2026-03-31,68.94,31.06
FACT,2026-03-31,90.0,10.0
FAIRCHEMOR,2026-03-31,63.26,36.74
FAZE3Q,2026-03-31,58.01,41.8
FCL,2026-03-31,62.3,37.7
FCSSOFT,2026-03-31,19.65,80.35
FDC,2026-03-31,69.66,30.34
FEDERALBNK,2026-03-31,0.0,100.0
FEDFINA,2026-03-31,60.79,39.21
FIBERWEB,2026-03-31,46.81,53.19
FIEMIND,2026-03-31,54.52,45.48
FILATEX,2026-03-31,65.47,34.53
FILATFASH,2026-03-31,5.11,94.89
FINCABLES,2026-03-31,35.86,64.14
FINEORG,2026-03-31,75.0,25.0
FINKURVE,2026-03-31,56.24,43.76
FINOPB,2026-03-31,75.0,25.0
FINPIPE,2026-03-31,52.47,47.18
FIRSTCRY,2026-03-31,0.0,92.94
FISCHER,2026-03-31,62.15,37.85
FIVESTAR,2026-03-31,18.61,81.39
FLAIR,2026-03-31,78.59,21.41
FLEXITUFF,2026-03-31,32.24,67.76
FLUOROCHEM,2026-03-31,61.39,38.61
FMGOETZE,2026-03-31,74.98,25.02
FMNL,2026-03-31,68.48,31.52
FOCUS,2026-03-31,55.42,44.26
FOODSIN,2026-03-31,25.39,74.61
FORCEMOT,2026-03-31,61.63,38.37
FORTIS,2026-03-31,31.17,68.83
FOSECOIND,2026-03-31,63.54,36.46
FRACTAL,2026-03-31,16.97,83.03
FSL,2026-03-31,53.66,45.39
FUSION,2026-03-31,54.55,45.23
GABRIEL,2026-03-31,55.03,44.97
GAEL,2026-03-31,63.84,36.16
GAIL,2026-03-31,51.88,48.12
GALAPREC,2026-03-31,54.99,45.01
GALAXYSURF,2026-03-31,70.9,29.1
GALLANTT,2026-03-31,70.0,30.0
GAMMONIND,2026-03-31,11.54,88.46
GANDHAR,2026-03-31,66.47,33.53
GANDHITUBE,2026-03-31,73.53,26.47
GANECOS,2026-03-31,39.33,60.46
GANESHBE,2026-03-31,39.02,60.98
GANESHCP,2026-03-31,64.08,35.92
GANESHHOU,2026-03-31,73.06,26.94
GANGAFORGE,2026-03-31,35.51,64.49
GANGESSECU,2026-03-31,66.64,33.36
GANGOTRI,2026-03-31,24.53,75.47
GARFIBRES,2026-03-31,53.36,46.64
GARUDA,2026-03-31,67.56,32.44
GATECH,2026-03-31,0.91,99.09
GATECHDVR,2026-03-31,0.0,100.0
GATEWAY,2026-03-31,33.92,66.08
GAUDIUMIVF,2026-03-31,71.29,28.71
GAYAHWS,2026-03-31,61.15,38.85
GAYAPROJ,2026-03-31,3.94,96.06
GBGLOBAL,2026-03-31,99.93,0.07
GCSL,2026-03-31,61.64,38.36
GEECEE,2026-03-31,67.71,32.29
GEEKAYWIRE,2026-03-31,59.77,40.23
GEMAROMA,2026-03-31,57.01,42.99
GENESYS,2026-03-31,31.5,68.5
GENUSPAPER,2026-03-31,50.84,49.16
GENUSPOWER,2026-03-31,39.34,60.63
GEOJITFSL,2026-03-31,38.48,61.52
GESHIP,2026-03-31,30.07,69.93
GFLLIMITED,2026-03-31,68.72,31.28
GFSTEELS,2026-03-31,70.18,29.82
GHCL,2026-03-31,19.87,80.13
GHCLTEXTIL,2026-03-31,19.2,80.8
GICHSGFIN,2026-03-31,42.41,57.59
GICL,2026-03-31,63.49,36.51
GICRE,2026-03-31,82.4,17.6
GILLANDERS,2026-03-31,69.05,30.95
GILLETTE,2026-03-31,75.0,25.0
GINNIFILA,2026-03-31,69.72,30.28
GIPCL,2026-03-31,56.57,43.43
GKENERGY,2026-03-31,79.2,20.8
GKSL,2026-03-31,71.45,28.55
GKWLIMITED,2026-03-31,75.0,25.0
GLAND,2026-03-31,51.83,48.17
GLAXO,2026-03-31,75.0,25.0
GLENMARK,2026-03-31,46.65,53.35
GLFL,2026-03-31,45.67,54.33
GLOBAL,2026-03-31,72.73,27.27
GLOBALE,2026-03-31,65.43,34.57
GLOBALVECT,2026-03-31,75.0,25.0
GLOBE,2026-03-31,34.35,65.65
GLOBECIVIL,2026-03-31,63.41,36.59
GLOBUSSPR,2026-03-31,50.58,49.42
GLOSTERLTD,2026-03-31,72.65,27.35
GLOTTIS,2026-03-31,74.23,25.77
GMBREW,2026-03-31,74.43,25.57
GMDCLTD,2026-03-31,74.0,26.0
GMMPFAUDLR,2026-03-31,25.18,74.82
GMRAIRPORT,2026-03-31,66.33,33.67
GNA,2026-03-31,68.43,31.57
GNFC,2026-03-31,41.3,58.7
GOACARBON,2026-03-31,59.72,40.28
GOCLCORP,2026-03-31,67.82,32.18
GOCOLORS,2026-03-31,54.2,45.8
GODAVARIB,2026-03-31,63.31,36.69
GODFRYPHLP,2026-03-31,72.58,27.42
GODIGIT,2026-03-31,73.01,26.99
GODREJAGRO,2026-03-31,67.74,32.26
GODREJCP,2026-03-31,53.05,46.95
GODREJIND,2026-03-31,74.64,25.36
GODREJPROP,2026-03-31,51.66,48.34
GOKEX,2026-03-31,9.15,90.85
GOKUL,2026-03-31,73.54,26.46
GOKULAGRO,2026-03-31,74.24,25.76
GOLDIAM,2026-03-31,58.51,41.49
GOLDTECH,2026-03-31,52.44,47.56
GOODLUCK,2026-03-31,56.45,43.55
GOPAL,2026-03-31,81.46,18.54
GOYALALUM,2026-03-31,69.94,30.06
GPIL,2026-03-31,63.34,36.66
GPPL,2026-03-31,44.01,55.99
GPTHEALTH,2026-03-31,65.57,34.43
GPTINFRA,2026-03-31,69.37,30.63
GRANULES,2026-03-31,38.02,61.98
GRAPHITE,2026-03-31,65.34,34.66
GRASIM,2026-03-31,43.74,55.92
GRAVITA,2026-03-31,55.88,42.79
GREAVESCOT,2026-03-31,55.78,44.22
GREENLAM,2026-03-31,50.98,49.02
GREENPANEL,2026-03-31,53.13,46.87
GREENPLY,2026-03-31,51.89,48.11
GREENPOWER,2026-03-31,24.38,75.62
GRINDWELL,2026-03-31,58.03,41.97
GRINFRA,2026-03-31,74.69,25.31
GRMOVER,2026-03-31,62.51,37.49
GROBTEA,2026-03-31,74.99,25.01
GROWW,2026-03-31,27.38,71.31
GRPLTD,2026-03-31,40.06,59.94
GRSE,2026-03-31,74.5,25.5
GRWRHITECH,2026-03-31,60.72,39.28
GSFC,2026-03-31,37.84,62.16
GSLSU,2026-03-31,73.25,26.75
GSPCROP,2026-03-31,71.73,28.27
GSS,2026-03-31,12.71,85.95
GTECJAINX,2026-03-31,61.26,38.74
GTL,2026-03-31,14.29,85.71
GTLINFRA,2026-03-31,3.28,96.72
GTPL,2026-03-31,75.0,25.0
GUFICBIO,2026-03-31,72.5,27.5
GUJALKALI,2026-03-31,47.28,52.72
GUJAPOLLO,2026-03-31,47.3,52.7
GUJENERGY,2026-03-31,60.89,39.11
GUJRAFFIA,2026-03-31,39.6,60.4
GUJTHEM,2026-03-31,70.86,29.14
GULFOILLUB,2026-03-31,67.01,32.99
GULFPETRO,2026-03-31,37.05,62.95
GULPOLY,2026-03-31,66.8,32.9
GVKPIL,2026-03-31,54.25,45.75
GVPIL,2026-03-31,68.58,31.42
GVPTECH,2026-03-31,74.8,25.2
HAL,2026-03-31,71.64,28.36
HALDER,2026-03-31,73.69,26.31
HALEOSLABS,2026-03-31,72.11,27.89
HAPPSTMNDS,2026-03-31,44.21,54.47
HAPPYFORGE,2026-03-31,78.48,21.52
HARDWYN,2026-03-31,43.77,56.23
HARIOMPIPE,2026-03-31,57.26,42.74
HARRMALAYA,2026-03-31,54.12,45.88
HARSHA,2026-03-31,75.0,25.0
HATHWAY,2026-03-31,75.0,25.0
HATSUN,2026-03-31,73.17,26.83
HAVELLS,2026-03-31,59.38,40.62
HAVISHA,2026-03-31,33.99,66.01
HBLENGINE,2026-03-31,59.11,40.89
HBSL,2026-03-31,53.22,46.78
HCC,2026-03-31,16.72,83.28
HCG,2026-03-31,64.21,35.79
HCL-INSYS,2026-03-31,62.89,37.11
HCLTECH,2026-03-31,60.86,38.85
HDBFS,2026-03-31,74.12,25.65
HDFCAMC,2026-03-31,52.37,47.63
HDFCBANK,2026-03-31,0.0,100.0
HDFCLIFE,2026-03-31,50.21,49.77
HEADSUP,2026-03-31,13.55,86.45
HEALTHX,2026-03-31,74.84,25.16
HECPROJECT,2026-03-31,74.93,25.07
HEG,2026-03-31,56.28,43.72
HEIDELBERG,2026-03-31,69.39,30.61
HEMIPROP,2026-03-31,51.12,48.88
HERANBA,2026-03-31,74.94,25.06
HERITGFOOD,2026-03-31,41.3,58.7
HEROMOTOCO,2026-03-31,34.73,65.27
HESTERBIO,2026-03-31,53.73,46.27
HEXATRADEX,2026-03-31,92.13,7.87
HEXT,2026-03-31,74.3,25.44
HFCL,2026-03-31,28.29,71.69
HGINFRA,2026-03-31,71.78,28.22
HGM,2026-03-31,50.42,49.58
HGS,2026-03-31,67.99,32.01
HIKAL,2026-03-31,68.85,31.15
HILINFRA,2026-03-31,70.04,29.96
HILTON,2026-03-31,13.71,86.29
HIMATSEIDE,2026-03-31,37.48,62.52
HINDALCO,2026-03-31,34.64,64.87
HINDCOMPOS,2026-03-31,74.98,25.02
HINDCON,2026-03-31,68.76,31.24
HINDCOPPER,2026-03-31,66.14,33.86
HINDOILEXP,2026-03-31,0.0,100.0
HINDPETRO,2026-03-31,54.9,45.1
HINDUNILVR,2026-03-31,61.9,38.1
HINDWAREAP,2026-03-31,52.74,47.26
HINDZINC,2026-03-31,60.71,39.29
HIRECT,2026-03-31,43.93,56.07
HISARMETAL,2026-03-31,61.2,38.8
HITECH,2026-03-31,43.76,56.05
HITECHCORP,2026-03-31,74.43,25.57
HITECHGEAR,2026-03-31,56.12,43.88
HLEGLAS,2026-03-31,65.64,34.36
HLVLTD,2026-03-31,39.07,60.93
HMAAGRO,2026-03-31,81.63,18.37
HMT,2026-03-31,93.69,6.31
HMVL,2026-03-31,74.4,25.39
HNDFDS,2026-03-31,61.31,38.69
HOMEFIRST,2026-03-31,6.99,93.01
HONASA,2026-03-31,35.54,64.46
HONAUT,2026-03-31,75.0,25.0
HONDAPOWER,2026-03-31,66.67,33.33
HPAL,2026-03-31,71.35,28.65
HPIL,2026-03-31,74.85,25.15
HPL,2026-03-31,72.66,27.34
HSCL,2026-03-31,52.5,47.5
HTMEDIA,2026-03-31,69.5,29.88
HUBTOWN,2026-03-31,32.84,67.16
HUDCO,2026-03-31,75.0,25.0
HUHTAMAKI,2026-03-31,67.73,32.27
HYBRIDFIN,2026-03-31,64.02,35.98
HYUNDAI,2026-03-31,82.5,17.5
IBULLSLTD,2026-03-31,32.89,63.2
ICDSLTD,2026-03-31,51.39,48.61
ICEMAKE,2026-03-31,74.2,25.8
ICICIAMC,2026-03-31,87.59,12.41
ICICIBANK,2026-03-31,0.0,100.0
ICICIGI,2026-03-31,51.29,48.71
ICICIPRULI,2026-03-31,72.8,27.2
ICIL,2026-03-31,58.74,41.26
ICRA,2026-03-31,51.87,47.85
IDBI,2026-03-31,94.71,5.29
IDEA,2026-03-31,25.64,74.36
IDEAFORGE,2026-03-31,29.04,70.96
IDFCFIRSTB,2026-03-31,0.0,100.0
IEX,2026-03-31,0.0,99.73
IFBAGRO,2026-03-31,65.0,35.0
IFBIND,2026-03-31,74.96,25.04
IFCI,2026-03-31,72.57,27.43
IFGLEXPOR,2026-03-31,72.43,27.57
IGARASHI,2026-03-31,75.0,25.0
IGCL,2026-03-31,69.05,30.95
IGIL,2026-03-31,76.55,23.45
IGL,2026-03-31,45.0,55.0
IGPL,2026-03-31,68.74,31.26
IIFL,2026-03-31,24.85,75.15
IIFLCAPS,2026-03-31,30.87,69.13
IITL,2026-03-31,56.46,43.54
IKIO,2026-03-31,72.55,27.45
IKS,2026-03-31,63.72,33.97
IMAGICAA,2026-03-31,74.02,25.98
IMFA,2026-03-31,58.69,41.31
IMPAL,2026-03-31,33.81,66.19
INA,2026-03-31,66.12,33.88
INCREDIBLE,2026-03-31,74.96,25.04
INDBANK,2026-03-31,64.84,35.16
INDGN,2026-03-31,0.0,100.0
INDHOTEL,2026-03-31,38.12,61.88
INDIACEM,2026-03-31,75.0,25.0
INDIAGLYCO,2026-03-31,59.63,40.37
INDIAMART,2026-03-31,49.12,50.87
INDIANB,2026-03-31,73.84,26.16
INDIANCARD,2026-03-31,67.33,32.67
INDIANHUME,2026-03-31,72.34,27.66
INDIASHLTR,2026-03-31,47.54,52.46
INDIGO,2026-03-31,41.57,58.43
INDIGOPNTS,2026-03-31,53.88,46.12
INDIQUBE,2026-03-31,60.1,39.9
INDLMETER,2026-03-31,16.76,83.24
INDNIPPON,2026-03-31,70.37,29.63
INDOAMIN,2026-03-31,58.42,41.58
INDOBORAX,2026-03-31,30.8,69.2
INDOCO,2026-03-31,58.86,41.0
INDOFARM,2026-03-31,70.46,29.54
INDORAMA,2026-03-31,74.84,25.16
INDOSTAR,2026-03-31,70.38,29.62
INDOTECH,2026-03-31,75.0,25.0
INDOTHAI,2026-03-31,56.51,43.49
INDOUS,2026-03-31,68.29,31.71
INDOWIND,2026-03-31,48.2,51.8
INDRAMEDCO,2026-03-31,51.0,49.0
INDSWFTLAB,2026-03-31,42.99,57.01
INDTERRAIN,2026-03-31,31.55,68.45
INDUSFILA,2026-03-31,97.88,2.12
INDUSINDBK,2026-03-31,15.82,84.18
INDUSTOWER,2026-03-31,51.26,48.71
INFOBEAN,2026-03-31,72.83,27.17
INFOMEDIA,2026-03-31,50.69,49.31
INFY,2026-03-31,14.38,85.38
INGERRAND,2026-03-31,75.0,25.0
INNOVACAP,2026-03-31,50.9,49.1
INNOVANA,2026-03-31,72.65,27.35
INNOVISION,2026-03-31,74.17,25.83
INOXGREEN,2026-03-31,56.12,43.88
INOXINDIA,2026-03-31,75.0,25.0
INOXWIND,2026-03-31,44.18,55.82
INSECTICID,2026-03-31,72.3,27.7
INSPIRISYS,2026-03-31,69.95,30.05
INTELLECT,2026-03-31,29.73,70.27
INTENTECH,2026-03-31,4.68,94.19
INTERARCH,2026-03-31,59.43,40.57
INTLCONV,2026-03-31,69.86,30.14
INVENTURE,2026-03-31,26.4,73.6
IOB,2026-03-31,92.44,7.56
IOC,2026-03-31,51.5,48.5
IOLCP,2026-03-31,57.48,42.52
IONEXCHANG,2026-03-31,25.52,58.29
IPCALAB,2026-03-31,44.72,55.28
IPL,2026-03-31,63.65,36.35
IRB,2026-03-31,30.79,69.21
IRCON,2026-03-31,65.17,34.83
IRCTC,2026-03-31,62.4,37.6
IREDA,2026-03-31,71.76,28.24
IRFC,2026-03-31,84.65,15.35
IRIS,2026-03-31,34.63,65.37
IRISDOREME,2026-03-31,61.17,38.83
IRMENERGY,2026-03-31,50.07,49.93
ISFT,2026-03-31,43.06,56.94
ISGEC,2026-03-31,62.43,37.57
ISHANCH,2026-03-31,40.15,59.85
ITC,2026-03-31,0.0,100.0
ITCHOTELS,2026-03-31,39.85,60.15
ITDC,2026-03-31,87.03,12.97
ITI,2026-03-31,90.02,9.98
IVALUE,2026-03-31,32.08,67.92
IVC,2026-03-31,50.42,49.58
IVP,2026-03-31,71.32,28.68
IXIGO,2026-03-31,0.0,100.0
IZMO,2026-03-31,34.79,65.21
JAGRAN,2026-03-31,69.0,31.0
JAGSNPHARM,2026-03-31,67.89,32.11
JAIBALAJI,2026-03-31,64.84,35.16
JAICORPLTD,2026-03-31,73.92,26.08
JAINREC,2026-03-31,73.59,26.41
JAIPURKURT,2026-03-31,41.31,58.69
JAMNAAUTO,2026-03-31,49.84,50.16
JARO,2026-03-31,57.28,42.72
JASH,2026-03-31,43.24,56.3
JAYAGROGN,2026-03-31,67.13,32.87
JAYBARMARU,2026-03-31,59.35,40.65
JAYKAY,2026-03-31,65.19,34.81
JAYNECOIND,2026-03-31,55.15,44.85
JAYSREETEA,2026-03-31,50.68,49.32
JBFIND,2026-03-31,22.91,77.09
JBMA,2026-03-31,67.53,32.47
JETFREIGHT,2026-03-31,50.92,49.08
JGCHEM,2026-03-31,70.99,29.01
JHS,2026-03-31,33.85,66.15
JINDALPHOT,2026-03-31,74.2,25.8
JINDALPOLY,2026-03-31,74.55,25.45
JINDALSAW,2026-03-31,63.25,36.46
JINDALSTEL,2026-03-31,62.69,37.05
JINDRILL,2026-03-31,66.78,33.22
JINDWORLD,2026-03-31,61.76,38.24
JIOFIN,2026-03-31,47.12,52.88
JISLDVREQS,2026-03-31,30.37,69.63
JISLJALEQS,2026-03-31,26.68,73.27
JITFINFRA,2026-03-31,63.03,36.97
JKCEMENT,2026-03-31,45.66,54.34
JKIL,2026-03-31,46.65,53.35
JKIPL,2026-03-31,74.99,25.01
JKLAKSHMI,2026-03-31,45.12,54.88
JKPAPER,2026-03-31,52.94,47.06
JKTYRE,2026-03-31,51.72,48.28
JLHL,2026-03-31,40.91,59.09
JMA,2026-03-31,51.0,49.0
JMFINANCIL,2026-03-31,57.07,42.93
JNKINDIA,2026-03-31,67.79,32.21
JOCIL,2026-03-31,55.02,44.98
JPOLYINVST,2026-03-31,74.63,25.37
JPPOWER,2026-03-31,24.0,76.0
JSFB,2026-03-31,21.85,78.15
JSL,2026-03-31,62.05,37.9
JSLL,2026-03-31,63.62,36.38
JSWCEMENT,2026-03-31,72.03,26.35
JSWDULUX,2026-03-31,61.2,38.8
JSWENERGY,2026-03-31,69.41,30.52
JSWHL,2026-03-31,66.29,33.7
JSWINFRA,2026-03-31,83.62,15.68
JSWSTEEL,2026-03-31,45.32,54.49
JTEKTINDIA,2026-03-31,74.98,25.02
JTLIND,2026-03-31,49.26,50.74
JUBLCPL,2026-03-31,74.36,25.64
JUBLFOOD,2026-03-31,40.27,59.4
JUBLINGREA,2026-03-31,45.22,53.79
JUBLPHARMA,2026-03-31,47.68,51.76
JUNIPER,2026-03-31,77.53,22.47
JUSTDIAL,2026-03-31,74.15,25.85
JWL,2026-03-31,68.31,31.69
JYOTHYLAB,2026-03-31,62.89,37.11
JYOTICNC,2026-03-31,62.55,37.45
JYOTISTRUC,2026-03-31,0.0,100.0
KABRAEXTRU,2026-03-31,60.49,39.51
KAJARIACER,2026-03-31,47.69,52.31
KAKATCEM,2026-03-31,54.25,45.75
KALAMANDIR,2026-03-31,60.97,35.11
KALPATARU,2026-03-31,81.34,18.66
KALYANI,2026-03-31,53.14,46.86
KALYANIFRG,2026-03-31,58.76,41.24
KALYANKJIL,2026-03-31,62.87,37.13
KAMATHOTEL,2026-03-31,57.78,42.22
KAMDHENU,2026-03-31,49.03,50.97
KAMOPAINTS,2026-03-31,52.54,47.46
KANANIIND,2026-03-31,33.79,66.21
KANORICHEM,2026-03-31,74.4,25.6
KANPRPLA,2026-03-31,68.12,31.88
KANSAINER,2026-03-31,74.96,25.04
KAPSTON,2026-03-31,72.87,27.13
KARMAENG,2026-03-31,74.7,25.3
KARURVYSYA,2026-03-31,2.07,97.93
KAUSHALYA,2026-03-31,51.42,48.58
KAVDEFENCE,2026-03-31,24.56,75.44
KAYA,2026-03-31,51.43,48.57
KAYNES,2026-03-31,53.46,46.54
KCP,2026-03-31,44.25,55.75
KCPSUGIND,2026-03-31,41.54,58.46
KDDL,2026-03-31,50.43,49.57
KEC,2026-03-31,50.1,49.9
KECL,2026-03-31,49.74,50.26
KEEPLEARN,2026-03-31,55.42,44.58
KEI,2026-03-31,35.0,65.0
KELLTONTEC,2026-03-31,37.67,62.33
KERNEX,2026-03-31,28.85,71.15
KESORAMIND,2026-03-31,43.34,56.66
KEYFINSERV,2026-03-31,71.88,28.12
KFINTECH,2026-03-31,22.86,77.14
KHADIM,2026-03-31,59.87,40.13
KHAICHEM,2026-03-31,72.65,27.35
KHAITANLTD,2026-03-31,60.24,39.76
KHANDSE,2026-03-31,48.73,51.27
KICL,2026-03-31,74.97,25.03
KILITCH,2026-03-31,63.77,36.23
KIMS,2026-03-31,34.11,65.89
KINGFA,2026-03-31,67.02,32.98
KIRIINDUS,2026-03-31,36.72,63.28
KIRLOSBROS,2026-03-31,65.95,34.05
KIRLOSENG,2026-03-31,41.07,58.93
KIRLOSIND,2026-03-31,71.87,28.13
KIRLPNU,2026-03-31,38.81,61.19
KITEX,2026-03-31,56.66,43.34
KKCL,2026-03-31,74.29,25.71
KMEW,2026-03-31,53.63,46.37
KMSUGAR,2026-03-31,56.51,43.49
KNAGRI,2026-03-31,68.86,31.14
KNRCON,2026-03-31,48.81,51.19
KOHINOOR,2026-03-31,37.67,62.33
KOKUYOCMLN,2026-03-31,74.99,25.01
KOLTEPATIL,2026-03-31,73.81,26.19
KOPRAN,2026-03-31,44.42,55.58
KOTAKBANK,2026-03-31,25.87,74.13
KOTARISUG,2026-03-31,73.53,26.47
KOTHARIPET,2026-03-31,72.22,27.78
KOTHARIPRO,2026-03-31,74.99,25.01
KOTYARK,2026-03-31,63.84,36.16
KPEL,2026-03-31,45.44,54.56
KPIGREEN,2026-03-31,49.49,50.51
KPIL,2026-03-31,33.58,66.42
KPITTECH,2026-03-31,39.42,59.88
KPRMILL,2026-03-31,67.52,32.48
KRBL,2026-03-31,60.17,39.83
KREBSBIO,2026-03-31,72.74,27.26
KRIDHANINF,2026-03-31,44.88,55.12
KRISHANA,2026-03-31,72.94,27.06
KRISHIVAL,2026-03-31,37.23,62.77
KRISHNADEF,2026-03-31,59.96,40.04
KRITI,2026-03-31,69.07,30.93
KRITIKA,2026-03-31,63.32,36.68
KRITINUT,2026-03-31,66.68,33.32
KRN,2026-03-31,70.79,29.21
KRONOX,2026-03-31,74.21,25.79
KROSS,2026-03-31,68.52,31.48
KRSNAA,2026-03-31,27.11,72.89
KRYSTAL,2026-03-31,69.96,30.04
KSB,2026-03-31,69.8,30.2
KSCL,2026-03-31,60.5,38.72
KSHINTL,2026-03-31,74.58,25.42
KSHITIJPOL,2026-03-31,0.0,100.0
KSL,2026-03-31,64.7,35.3
KSOILS,2026-03-31,7.54,92.46
KSOLVES,2026-03-31,58.92,41.08
KSR,2026-03-31,60.94,39.06
KTKBANK,2026-03-31,0.0,100.0
KUANTUM,2026-03-31,70.3,29.7
KUNDANMM,2026-03-31,95.0,5.0
KWIL,2026-03-31,61.9,38.1
LAGNAM,2026-03-31,68.5,31.5
LAL,2026-03-31,56.17,43.83
LALPATHLAB,2026-03-31,53.21,46.44
LAMBODHARA,2026-03-31,73.17,26.83
LANCORHOL,2026-03-31,51.31,48.69
LANDMARK,2026-03-31,49.8,50.2
LANDSMILL,2026-03-31,19.17,80.83
LAOPALA,2026-03-31,66.15,33.85
LATENTVIEW,2026-03-31,65.1,34.9
LATTEYS,2026-03-31,70.42,29.58
LAURUSLABS,2026-03-31,27.49,72.51
LAXMICOT,2026-03-31,58.63,41.37
LAXMIDENTL,2026-03-31,41.77,58.23
LAXMIINDIA,2026-03-31,60.31,39.69
LCCINFOTEC,2026-03-31,45.85,54.15
LEEL,2026-03-31,69.15,30.85
LEMERITE,2026-03-31,59.65,40.35
LEMONTREE,2026-03-31,22.32,77.63
LENSKART,2026-03-31,17.55,82.03
LEXUS,2026-03-31,53.12,46.88
LFIC,2026-03-31,47.0,53.0
LGBBROSLTD,2026-03-31,34.83,65.17
LGEINDIA,2026-03-31,85.0,15.0
LGHL,2026-03-31,74.97,25.03
LIBAS,2026-03-31,31.55,68.45
LIBERTSHOE,2026-03-31,59.1,40.9
LICHSGFIN,2026-03-31,45.24,54.76
LICI,2026-03-31,96.5,3.5
LIKHITHA,2026-03-31,70.25,29.75
LINC,2026-03-31,61.02,38.98
LINCOLN,2026-03-31,49.78,50.22
LINDEINDIA,2026-03-31,75.0,25.0
LLOYDSENGG,2026-03-31,41.92,54.37
LLOYDSENT,2026-03-31,62.72,37.28
LLOYDSME,2026-03-31,61.64,38.32
LMW,2026-03-31,30.8,69.2
LODHA,2026-03-31,72.27,27.73
LOKESHMACH,2026-03-31,53.6,46.4
LORDSCHLO,2026-03-31,74.97,25.03
LOTUSDEV,2026-03-31,81.87,18.13
LOTUSEYE,2026-03-31,40.14,59.86
LOVABLE,2026-03-31,63.95,36.05
LOYALTEX,2026-03-31,73.49,26.51
LPDC,2026-03-31,64.86,35.14
LT,2026-03-31,0.0,100.0
LTF,2026-03-31,65.99,34.01
LTFOODS,2026-03-31,51.01,48.99
LTM,2026-03-31,68.52,31.47
LTTS,2026-03-31,73.57,26.43
LUMAXIND,2026-03-31,75.0,25.0
LUMAXTECH,2026-03-31,55.98,44.02
LUPIN,2026-03-31,46.86,53.14
LUXIND,2026-03-31,74.19,25.81
